Days since 1/3/23,Company,Value
218.0,4.0,275.5
219.0,1.0,27.92
219.0,2.0,124.0
219.0,3.0,64.300003
219.0,4.0,275.5
220.0,1.0,27.92
220.0,2.0,124.0
220.0,3.0,64.300003
220.0,4.0,275.5
221.0,1.0,27.92
221.0,2.0,124.0
221.0,3.0,64.300003
221.0,4.0,275.5
222.0,1.0,27.92
222.0,2.0,124.0
222.0,3.0,64.300003
222.0,4.0,275.5
223.0,1.0,27.92
223.0,2.0,124.0
223.0,3.0,64.300003
223.0,4.0,275.5
224.0,1.0,27.92
224.0,2.0,124.0
224.0,3.0,64.300003
224.0,4.0,275.5
225.0,1.0,27.92
225.0,2.0,124.0
225.0,3.0,64.300003
225.0,4.0,275.5
226.0,1.0,27.92
226.0,2.0,124.0
226.0,3.0,64.300003
226.0,4.0,275.5
227.0,1.0,27.92
227.0,2.0,124.0
227.0,3.0,64.300003
227.0,4.0,275.5
228.0,1.0,27.92
228.0,2.0,124.0
228.0,3.0,64.300003
228.0,4.0,275.5
229.0,1.0,27.92
229.0,2.0,124.0
229.0,3.0,64.300003
229.0,4.0,275.5
230.0,1.0,27.92
230.0,2.0,124.0
230.0,3.0,64.300003
230.0,4.0,275.5
231.0,1.0,27.92
231.0,2.0,124.0
231.0,3.0,64.300003
231.0,4.0,275.5
232.0,1.0,27.92
232.0,2.0,124.0
232.0,3.0,64.300003
232.0,4.0,275.5
233.0,1.0,27.92
233.0,2.0,124.0
233.0,3.0,64.300003
233.0,4.0,275.5
234.0,1.0,27.92
234.0,2.0,124.0
234.0,3.0,64.300003
234.0,4.0,275.5
235.0,1.0,27.92
235.0,2.0,124.0
235.0,3.0,64.300003
235.0,4.0,275.5
236.0,1.0,27.92
236.0,2.0,124.0
236.0,3.0,64.300003
236.0,4.0,275.5
237.0,1.0,27.92
237.0,2.0,124.0
237.0,3.0,64.300003
237.0,4.0,275.5
238.0,1.0,27.92
238.0,2.0,124.0
238.0,3.0,64.300003
238.0,4.0,275.5
239.0,1.0,27.92
239.0,2.0,124.0
239.0,3.0,64.300003
239.0,4.0,275.5
240.0,1.0,27.92
240.0,2.0,124.0
240.0,3.0,64.300003
240.0,4.0,275.5
241.0,1.0,27.92
241.0,2.0,124.0
241.0,3.0,64.300003
241.0,4.0,275.5
242.0,1.0,27.92
242.0,2.0,124.0
242.0,3.0,64.300003
242.0,4.0,275.5
243.0,1.0,27.92
243.0,2.0,124.0
243.0,3.0,64.300003
243.0,4.0,275.5
244.0,1.0,27.92
244.0,2.0,124.0
244.0,3.0,64.300003
244.0,4.0,275.5
245.0,1.0,27.92
245.0,2.0,124.0
245.0,3.0,64.300003
245.0,4.0,275.5
246.0,1.0,27.92
246.0,2.0,124.0
246.0,3.0,64.300003
246.0,4.0,275.5
247.0,1.0,27.92
247.0,2.0,124.0
247.0,3.0,64.300003
247.0,4.0,275.5
248.0,1.0,27.92
248.0,2.0,124.0
248.0,3.0,64.300003
248.0,4.0,275.5
249.0,1.0,27.92
249.0,2.0,124.0
249.0,3.0,64.300003
249.0,4.0,275.5
250.0,1.0,27.92
250.0,2.0,124.0
250.0,3.0,64.300003
250.0,4.0,275.5
251.0,1.0,27.92
251.0,2.0,124.0
251.0,3.0,64.300003
251.0,4.0,275.5
252.0,1.0,27.92
252.0,2.0,124.0
252.0,3.0,64.300003
252.0,4.0,275.5
253.0,1.0,27.92
253.0,2.0,124.0
253.0,3.0,64.300003
253.0,4.0,275.5
254.0,1.0,27.92
254.0,2.0,124.0
254.0,3.0,64.300003
254.0,4.0,275.5
255.0,1.0,27.92
255.0,2.0,124.0
255.0,3.0,64.300003
255.0,4.0,275.5
256.0,1.0,27.92
256.0,2.0,124.0
256.0,3.0,64.300003
256.0,4.0,275.5
257.0,1.0,27.92
257.0,2.0,124.0
257.0,3.0,64.300003
257.0,4.0,275.5
258.0,1.0,27.92
258.0,2.0,124.0
258.0,3.0,64.300003
258.0,4.0,275.5
259.0,1.0,27.92
259.0,2.0,124.0
259.0,3.0,64.300003
259.0,4.0,275.5
260.0,1.0,27.92
260.0,2.0,124.0
260.0,3.0,64.300003
260.0,4.0,275.5
261.0,1.0,27.92
261.0,2.0,124.0
261.0,3.0,64.300003
261.0,4.0,275.5
262.0,1.0,27.92
262.0,2.0,124.0
262.0,3.0,64.300003
262.0,4.0,275.5
263.0,1.0,27.92
263.0,2.0,124.0
263.0,3.0,64.300003
263.0,4.0,275.5
264.0,1.0,27.92
264.0,2.0,124.0
264.0,3.0,64.300003
264.0,4.0,275.5
265.0,1.0,27.92
265.0,2.0,124.0
265.0,3.0,64.300003
265.0,4.0,275.5
266.0,1.0,27.92
266.0,2.0,124.0
266.0,3.0,64.300003
266.0,4.0,275.5
267.0,1.0,27.92
267.0,2.0,124.0
267.0,3.0,64.300003
267.0,4.0,275.5
268.0,1.0,27.92
268.0,2.0,124.0
268.0,3.0,64.300003
268.0,4.0,275.5
269.0,1.0,27.92
269.0,2.0,124.0
269.0,3.0,64.300003
269.0,4.0,275.5
270.0,1.0,27.92
270.0,2.0,124.0
270.0,3.0,64.300003
270.0,4.0,275.5
271.0,1.0,27.92
271.0,2.0,124.0
271.0,3.0,64.300003
271.0,4.0,275.5
272.0,1.0,27.92
272.0,2.0,124.0
272.0,3.0,64.300003
272.0,4.0,275.5
273.0,1.0,27.92
273.0,2.0,124.0
273.0,3.0,64.300003
273.0,4.0,275.5
274.0,1.0,27.92
274.0,2.0,124.0
274.0,3.0,64.300003
274.0,4.0,275.5
275.0,1.0,27.92
275.0,2.0,124.0
275.0,3.0,64.300003
275.0,4.0,275.5
276.0,1.0,27.92
276.0,2.0,124.0
276.0,3.0,64.300003
276.0,4.0,275.5
277.0,1.0,27.92
277.0,2.0,124.0
277.0,3.0,64.300003
277.0,4.0,275.5
278.0,1.0,27.92
278.0,2.0,124.0
278.0,3.0,64.300003
278.0,4.0,275.5
279.0,1.0,27.92
279.0,2.0,124.0
279.0,3.0,64.300003
279.0,4.0,275.5
280.0,1.0,27.92
280.0,2.0,124.0
280.0,3.0,64.300003
280.0,4.0,275.5
281.0,1.0,27.92
281.0,2.0,124.0
281.0,3.0,64.300003
281.0,4.0,275.5
282.0,1.0,27.92
282.0,2.0,124.0
282.0,3.0,64.300003
282.0,4.0,275.5
283.0,1.0,27.92
