Days since 1/3/23,Company,Value
191.0,1.0,27.41
191.0,2.0,123.0
191.0,3.0,63.150002
191.0,4.0,66.220001
192.0,1.0,27.41
192.0,2.0,123.0
192.0,3.0,63.150002
192.0,4.0,66.220001
193.0,1.0,27.41
193.0,2.0,123.0
193.0,3.0,63.150002
193.0,4.0,66.220001
194.0,1.0,27.41
194.0,2.0,123.0
194.0,3.0,63.150002
194.0,4.0,66.220001
195.0,1.0,27.41
195.0,2.0,123.0
195.0,3.0,63.150002
195.0,4.0,66.220001
196.0,1.0,27.41
196.0,2.0,123.0
196.0,3.0,63.150002
196.0,4.0,66.220001
197.0,1.0,27.41
197.0,2.0,123.0
197.0,3.0,63.150002
197.0,4.0,66.220001
198.0,1.0,27.41
198.0,2.0,123.0
198.0,3.0,63.150002
198.0,4.0,66.220001
199.0,1.0,27.41
199.0,2.0,123.0
199.0,3.0,63.150002
199.0,4.0,66.220001
200.0,1.0,27.41
200.0,2.0,123.0
200.0,3.0,63.150002
200.0,4.0,66.220001
201.0,1.0,27.41
201.0,2.0,123.0
201.0,3.0,63.150002
201.0,4.0,66.220001
202.0,1.0,27.41
202.0,2.0,123.0
202.0,3.0,63.150002
202.0,4.0,66.220001
203.0,1.0,27.41
203.0,2.0,123.0
203.0,3.0,63.150002
203.0,4.0,66.220001
204.0,1.0,27.41
204.0,2.0,123.0
204.0,3.0,63.150002
204.0,4.0,66.220001
205.0,1.0,27.41
205.0,2.0,123.0
205.0,3.0,63.150002
205.0,4.0,66.220001
206.0,1.0,27.41
206.0,2.0,123.0
206.0,3.0,63.150002
206.0,4.0,66.220001
207.0,1.0,27.41
207.0,2.0,123.0
207.0,3.0,63.150002
207.0,4.0,66.220001
208.0,1.0,27.41
208.0,2.0,123.0
208.0,3.0,63.150002
208.0,4.0,66.220001
209.0,1.0,27.41
209.0,2.0,123.0
209.0,3.0,63.150002
209.0,4.0,66.220001
210.0,1.0,27.41
210.0,2.0,123.0
210.0,3.0,63.150002
210.0,4.0,66.220001
211.0,1.0,27.41
211.0,2.0,123.0
211.0,3.0,63.150002
211.0,4.0,66.220001
212.0,1.0,27.41
212.0,2.0,123.0
212.0,3.0,63.150002
212.0,4.0,66.220001
213.0,1.0,27.41
213.0,2.0,123.0
213.0,3.0,63.150002
213.0,4.0,66.220001
214.0,1.0,27.41
214.0,2.0,123.0
214.0,3.0,63.150002
214.0,4.0,66.220001
215.0,1.0,27.41
215.0,2.0,123.0
215.0,3.0,63.150002
215.0,4.0,66.220001
216.0,1.0,27.41
216.0,2.0,123.0
216.0,3.0,63.150002
216.0,4.0,66.220001
217.0,1.0,27.41
217.0,2.0,123.0
217.0,3.0,63.150002
217.0,4.0,66.220001
218.0,1.0,27.41
218.0,2.0,123.0
218.0,3.0,63.150002
218.0,4.0,66.220001
219.0,1.0,27.41
219.0,2.0,123.0
219.0,3.0,63.150002
219.0,4.0,66.220001
220.0,1.0,27.41
220.0,2.0,123.0
220.0,3.0,63.150002
220.0,4.0,66.220001
221.0,1.0,27.41
221.0,2.0,123.0
221.0,3.0,63.150002
221.0,4.0,66.220001
222.0,1.0,27.41
222.0,2.0,123.0
222.0,3.0,63.150002
222.0,4.0,66.220001
223.0,1.0,27.41
223.0,2.0,123.0
223.0,3.0,63.150002
223.0,4.0,66.220001
224.0,1.0,27.41
224.0,2.0,123.0
224.0,3.0,63.150002
224.0,4.0,66.220001
225.0,1.0,27.41
225.0,2.0,123.0
225.0,3.0,63.150002
225.0,4.0,66.220001
226.0,1.0,27.41
226.0,2.0,123.0
226.0,3.0,63.150002
226.0,4.0,66.220001
227.0,1.0,27.41
227.0,2.0,123.0
227.0,3.0,63.150002
227.0,4.0,66.220001
228.0,1.0,27.41
228.0,2.0,123.0
228.0,3.0,63.150002
228.0,4.0,66.220001
229.0,1.0,27.41
229.0,2.0,123.0
229.0,3.0,63.150002
229.0,4.0,66.220001
230.0,1.0,27.41
230.0,2.0,123.0
230.0,3.0,63.150002
230.0,4.0,66.220001
231.0,1.0,27.41
231.0,2.0,123.0
231.0,3.0,63.150002
231.0,4.0,66.220001
232.0,1.0,27.41
232.0,2.0,123.0
232.0,3.0,63.150002
232.0,4.0,66.220001
233.0,1.0,27.41
233.0,2.0,123.0
233.0,3.0,63.150002
233.0,4.0,66.220001
234.0,1.0,27.41
234.0,2.0,123.0
234.0,3.0,63.150002
234.0,4.0,66.220001
235.0,1.0,27.41
235.0,2.0,123.0
235.0,3.0,63.150002
235.0,4.0,66.220001
236.0,1.0,27.41
236.0,2.0,123.0
236.0,3.0,63.150002
236.0,4.0,66.220001
237.0,1.0,27.41
237.0,2.0,123.0
237.0,3.0,63.150002
237.0,4.0,66.220001
238.0,1.0,27.41
238.0,2.0,123.0
238.0,3.0,63.150002
238.0,4.0,66.220001
239.0,1.0,27.41
239.0,2.0,123.0
239.0,3.0,63.150002
239.0,4.0,66.220001
240.0,1.0,27.41
240.0,2.0,123.0
240.0,3.0,63.150002
240.0,4.0,66.220001
241.0,1.0,27.41
241.0,2.0,123.0
241.0,3.0,63.150002
241.0,4.0,66.220001
242.0,1.0,27.41
242.0,2.0,123.0
242.0,3.0,63.150002
242.0,4.0,66.220001
243.0,1.0,27.41
243.0,2.0,123.0
243.0,3.0,63.150002
243.0,4.0,66.220001
244.0,1.0,27.41
244.0,2.0,123.0
244.0,3.0,63.150002
244.0,4.0,66.220001
245.0,1.0,27.41
245.0,2.0,123.0
245.0,3.0,63.150002
245.0,4.0,66.220001
246.0,1.0,27.41
246.0,2.0,123.0
246.0,3.0,63.150002
246.0,4.0,66.220001
247.0,1.0,27.41
247.0,2.0,123.0
247.0,3.0,63.150002
247.0,4.0,66.220001
248.0,1.0,27.41
248.0,2.0,123.0
248.0,3.0,63.150002
248.0,4.0,66.220001
249.0,1.0,27.41
249.0,2.0,123.0
249.0,3.0,63.150002
249.0,4.0,66.220001
250.0,1.0,27.41
250.0,2.0,123.0
250.0,3.0,63.150002
250.0,4.0,66.220001
251.0,1.0,27.41
251.0,2.0,123.0
251.0,3.0,63.150002
251.0,4.0,66.220001
252.0,1.0,27.41
252.0,2.0,123.0
252.0,3.0,63.150002
252.0,4.0,66.220001
253.0,1.0,27.41
253.0,2.0,123.0
253.0,3.0,63.150002
253.0,4.0,66.220001
254.0,1.0,27.41
254.0,2.0,123.0
254.0,3.0,63.150002
254.0,4.0,66.220001
255.0,1.0,27.41
255.0,2.0,123.0
255.0,3.0,63.150002
255.0,4.0,66.220001
256.0,1.0,27.41
256.0,2.0,123.0
256.0,3.0,63.150002
256.0,4.0,66.220001
257.0,1.0,27.41
257.0,2.0,123.0
257.0,3.0,63.150002
257.0,4.0,66.220001
258.0,1.0,27.41
258.0,2.0,123.0
258.0,3.0,63.150002
258.0,4.0,66.220001
259.0,1.0,27.41
259.0,2.0,123.0
259.0,3.0,63.150002
259.0,4.0,66.220001
260.0,1.0,27.41
260.0,2.0,123.0
260.0,3.0,63.150002
260.0,4.0,66.220001
261.0,1.0,27.41
261.0,2.0,123.0
261.0,3.0,63.150002
261.0,4.0,66.220001
262.0,1.0,27.41
262.0,2.0,123.0
262.0,3.0,63.150002
262.0,4.0,66.220001
263.0,1.0,27.41
263.0,2.0,123.0
263.0,3.0,63.150002
263.0,4.0,66.220001
264.0,1.0,27.41
264.0,2.0,123.0
264.0,3.0,63.150002
264.0,4.0,66.220001
265.0,1.0,27.41
265.0,2.0,123.0
265.0,3.0,63.150002
265.0,4.0,66.220001
266.0,1.0,27.41
266.0,2.0,123.0
266.0,3.0,63.150002
266.0,4.0,66.220001
267.0,1.0,27.41
267.0,2.0,123.0
267.0,3.0,63.150002
267.0,4.0,66.220001
268.0,1.0,27.41
268.0,2.0,123.0
268.0,3.0,63.150002
268.0,4.0,66.220001
269.0,1.0,27.41
269.0,2.0,123.0
269.0,3.0,63.150002
269.0,4.0,66.220001
270.0,1.0,27.41
270.0,2.0,123.0
270.0,3.0,63.150002
270.0,4.0,66.220001
271.0,1.0,27.41
271.0,2.0,123.0
271.0,3.0,63.150002
271.0,4.0,66.220001
272.0,1.0,27.41
272.0,2.0,123.0
272.0,3.0,63.150002
272.0,4.0,66.220001
273.0,1.0,27.41
273.0,2.0,123.0
273.0,3.0,63.150002
273.0,4.0,66.220001
274.0,1.0,27.41
274.0,2.0,123.0
274.0,3.0,63.150002
274.0,4.0,66.220001
275.0,1.0,27.41
275.0,2.0,123.0
275.0,3.0,63.150002
275.0,4.0,66.220001
276.0,1.0,27.41
276.0,2.0,123.0
276.0,3.0,63.150002
276.0,4.0,66.220001
277.0,1.0,27.41
277.0,2.0,123.0
277.0,3.0,63.150002
277.0,4.0,66.220001
